Cidade,Nome da Praia,Trecho / Ponto de Referência,Período de Amostragem,Status,Classificação dos 100m
CONDE - PB,AMOR E JACUMÃ,Rua Dez de Janeiro Balneário,16/03/2026 a 19/03/2026,PRÓPRIO,Adequado para banho
CONDE - PB,CARAPIBÚS E TABATINGA,Avenida Beira Mar,16/03/2026 a 19/03/2026,PRÓPRIO,Adequado para banho
CONDE - PB,CARAPIBÚS E TABATINGA,Avenida Tabatinga I,16/03/2026 a 19/03/2026,PRÓPRIO,Adequado para banho
CONDE - PB,COQUEIRINHO,Estrada para Coqueirinho,16/03/2026 a 19/03/2026,PRÓPRIO,Adequado para banho
CONDE - PB,TAMBABA,Pedra do Coqueiro de Tambaba,16/03/2026 a 19/03/2026,PRÓPRIO,Adequado para banho
CONDE - PB,BARRA DO GRAÚ,Avenida Rio Paraíba,16/03/2026 a 19/03/2026,PRÓPRIO,Adequado para banho
PITIMBÚ - PB,BELA,Avenida Oceano Atlântico,16/03/2026 a 19/03/2026,PRÓPRIO,Adequado para banho
PITIMBÚ - PB,BARRA DO ABIAÍ,Rio Abiaí,16/03/2026 a 19/03/2026,PRÓPRIO,Adequado para banho
PITIMBÚ - PB,"PITIMBÚ, MACEIÓ E GUARITA",Rua da Paz,16/03/2026 a 19/03/2026,PRÓPRIO,Adequado para banho
PITIMBÚ - PB,"PITIMBÚ, MACEIÓ E GUARITA",Avenida Beira Mar,16/03/2026 a 19/03/2026,IMPRÓPRIO,"Evitar o banho no raio de 100 metros à direita e à esquerda deste ponto"
PITIMBÚ - PB,"PITIMBÚ, MACEIÓ E GUARITA",Avenida Beira Mar,16/03/2026 a 19/03/2026,PRÓPRIO,Adequado para banho
PITIMBÚ - PB,AZUL/SANTA RITA E COQUEIROS,Avenida Antônio Tavares,16/03/2026 a 19/03/2026,PRÓPRIO,Adequado para banho
PITIMBÚ - PB,AZUL/SANTA RITA E COQUEIROS,Rua da Praia,16/03/2026 a 19/03/2026,PRÓPRIO,Adequado para banho
PITIMBÚ - PB,PONTA DOS COQUEIROS E ACAÚ/PONTINHA,Rua Almirante Tamandaré,16/03/2026 a 19/03/2026,PRÓPRIO,Adequado para banho
PITIMBÚ - PB,PONTA DOS COQUEIROS E ACAÚ/PONTINHA,Rua Projetada 5,16/03/2026 a 19/03/2026,PRÓPRIO,Adequado para banho
